@relation camel.1.6
@attribute wmc numeric
@attribute dit numeric
@attribute noc numeric
@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ca numeric
@attribute ce numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute dam numeric
@attribute moa numeric
@attribute mfa numeric
@attribute cam numeric
@attribute ic numeric
@attribute cbm numeric
@attribute amc numeric
@attribute max.cc. numeric
@attribute avg.cc. numeric
@attribute bugs numeric
@data
2,1,0,3,3,1,2,1,2,2,6,0,0,0,0.75,0,0,2,1,0.5,0
2,1,0,4,2,1,4,0,2,2,2,0,0,0,1,0,0,0,1,1,0
3,2,0,5,5,3,1,4,0,2,14,0,0,0.8,0.5,1,3,3.6666667,1,0.6666667,0
7,3,0,12,24,0,2,12,1,0.6666667,108,1,1,0.8214286,0.29166666,1,1,13.714286,1,0.71428573,0
3,1,0,9,18,0,2,7,2,0.5,61,1,0,0,0.6666667,0,0,18.666666,1,0.33333334,0
1,2,0,1,2,0,0,1,1,2,7,1,0,1,1,0,0,3,0,0,0
5,1,0,2,6,10,1,1,5,2,13,0,0,0,0.8,0,0,1.6,1,0.8,0
19,1,1,7,36,137,1,6,16,0.85714287,184,1,1,0,0.15789473,0,0,8.315789,2,1,2
10,1,0,3,16,27,1,2,10,0.6666667,69,1,1,0,0.425,0,0,5.6,1,0.7,0
6,1,0,3,6,15,3,0,6,2,6,0,0,0,0.5555556,0,0,0,1,1,0
2,0,0,5,10,1,1,4,2,2,58,0,0,0,0.75,0,0,28,1,0.5,0
3,1,0,3,4,1,1,3,3,0.75,38,0,2,0,0.5,0,0,10.333333,1,0.6666667,0
13,1,0,7,45,72,3,4,11,0.8333333,212,1,0,0,0.10606061,0,0,15.230769,4,1.0769231,0
1,1,0,2,3,0,1,1,0,2,42,0,0,0,0,0,0,40,0,0,0
14,1,0,4,33,39,0,4,13,0.6923077,231,1,0,0,0.26153848,0,0,15.142858,1,0.85714287,0
3,2,0,1,5,3,0,1,3,2,12,0,0,0.95652175,0.6666667,1,2,3,1,0.33333334,0
2,1,0,7,10,0,1,7,1,0.5,43,0,1,0,0.625,0,0,19.5,3,1.5,0
43,1,0,9,101,815,4,7,35,0.8333333,792,0.8,1,0,0.26190478,0,0,17.186047,1,0.8372093,0
2,3,0,4,4,0,1,4,1,0,15,0,1,0.95454544,0.625,0,0,6,1,0.5,0
2,4,0,6,6,0,6,0,2,0,20,1,0,0.9444444,0.75,0,0,8.5,1,0.5,0
9,3,0,4,12,30,1,4,9,0.25,50,1,0,0.8333333,0.5555556,2,5,4.4444447,1,0.7777778,0
5,5,0,6,13,6,4,2,3,0.9166667,67,1,0,0.82608694,0.36,0,0,11.8,2,1,2
2,0,0,3,4,1,1,3,1,1,15,0,1,0,0.6666667,0,0,6,1,0.5,0
6,0,0,21,54,9,2,19,3,0.4,309,1,0,0,0.45714286,0,0,50.333332,4,1.6666666,0
7,3,0,8,13,0,3,5,5,0.16666667,41,1,1,0.8148148,0.47619048,1,1,4.714286,1,0.71428573,2
61,1,0,14,99,1708,1,13,49,0.6611111,811,1,0,0,0.12222222,0,0,12.196721,6,1.2131147,0
3,1,0,4,6,3,1,3,2,2,14,0,0,0,0.6666667,0,0,3.6666667,1,0.6666667,0
1,1,0,0,2,0,0,0,0,2,24,0,0,0,1,0,0,3,0,0,0
4,3,4,14,8,6,14,0,4,2,20,0,0,1,0.6666667,0,0,4,0,0,0
3,1,0,3,4,3,1,2,2,2,10,0,0,0,0.6666667,0,0,2.3333333,1,0.6666667,0
3,1,0,4,5,3,1,3,2,2,11,0,0,0,0.6666667,0,0,2.6666667,1,0.6666667,0
14,1,0,179,14,91,174,7,14,2,14,0,0,0,0.23809524,0,0,0,1,1,1
1,1,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,0,1,1,0
10,1,0,11,18,21,0,11,9,0.5555556,97,1,4,0,0.21111111,0,0,8.3,1,0.9,0
19,3,0,16,26,157,4,15,18,0.9444444,111,1,0,0.6511628,0.21527778,1,1,4.5263157,1,0.7894737,0
5,3,0,7,16,4,1,7,4,0.5,57,1,1,0.84,0.53333336,0,0,10.2,1,0.8,0
2,1,0,3,5,0,1,3,1,0,24,0,1,0,0.625,0,0,10,1,0.5,0
6,1,0,4,10,1,2,2,6,0.6,50,1,1,0,0.5,0,0,7,2,1.1666666,0
3,2,0,1,5,3,0,1,3,2,12,0,0,0.95652175,0.6666667,1,2,3,1,0.33333334,0
4,1,0,6,13,6,2,4,3,2,77,0,0,0,0.5,0,0,18.25,4,2.75,4
2,1,0,10,10,0,1,10,1,0,48,0,1,0,0.625,0,0,22,1,0.5,0
7,3,0,8,23,19,0,8,7,0.5,118,1,0,0.9,0.34285715,0,0,15.714286,4,1.5714285,0
2,0,0,3,6,1,0,3,2,2,14,0,0,0,0.6666667,0,0,6,1,0.5,0
3,1,0,7,3,3,7,1,3,2,3,0,0,0,0.6666667,0,0,0,1,1,1
2,5,0,3,7,0,1,2,2,0,21,1,0,0.95,0.6666667,0,0,9,1,0.5,0
18,1,0,2,34,149,2,0,18,0.5588235,114,1,0,0,0.18333334,0,0,5.2222223,2,1.0555556,0
5,1,0,7,11,4,1,7,5,0.5,50,1,1,0,0.46666667,0,0,8.6,1,0.8,0
7,4,0,6,13,19,1,5,7,0.33333334,46,1,0,0.97282606,0.47619048,1,2,5.428571,1,0.71428573,0
1,4,1,5,2,0,2,4,1,2,11,0.5,1,1,1,0,0,8,0,0,0
4,3,0,1,6,0,0,1,3,0,21,1,0,0.92105263,0.625,2,2,4,1,0.75,0
2,1,0,3,6,0,1,3,1,0,23,0,1,0,0.6666667,0,0,10,1,0.5,0
0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
