@relation camel.1.0
@attribute wmc numeric
@attribute dit numeric
@attribute noc numeric
@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ca numeric
@attribute ce numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute dam numeric
@attribute moa numeric
@attribute mfa numeric
@attribute cam numeric
@attribute ic numeric
@attribute cbm numeric
@attribute amc numeric
@attribute max.cc. numeric
@attribute avg.cc. numeric
@attribute bugs numeric
@data
28,1,0,15,48,330,2,14,28,0.77160496,235,1,5,0,0.11734694,0,0,7.178571,2,1,0
0,1,0,27,0,0,26,1,0,2,0,0,0,0,0,0,0,0,0,0,0
3,1,0,3,9,0,1,2,3,0,31,1,0,0,0.5,0,0,9,1,0.6666667,0
8,1,0,1,36,0,1,0,8,0.14285715,190,1,0,0,0.33333334,0,0,22.5,4,1.875,0
3,2,0,5,5,3,1,4,0,2,18,0,0,0.8,0.5,1,3,5,2,1,0
4,2,0,4,10,0,1,3,3,0,51,0,2,0.5,0.4375,1,1,11.25,3,1.25,0
11,2,9,15,23,49,10,5,9,0.6,87,1,0,0.52380955,0.3272727,1,1,6.818182,2,1.0909091,0
2,3,0,4,4,0,1,4,1,0,15,0,1,0.9230769,0.625,0,0,6,1,0.5,0
25,2,0,18,45,252,8,14,20,0.675,273,1,3,0.23333333,0.24,1,1,9.72,5,1.12,0
4,5,0,1,13,0,0,1,3,0.8333333,47,1,0,0.8947368,0.5,0,0,10.25,2,0.75,0
6,3,0,9,11,3,2,9,3,0.6666667,43,1,1,0.75,0.28,0,0,5.6666665,1,0.6666667,0
2,3,0,5,5,0,2,3,1,0,30,1,0,0.8333333,0.6666667,1,1,13.5,2,1,0
4,1,0,5,5,0,5,0,4,0.6666667,28,1,0,0,0.4375,0,0,5.25,1,0.75,0
3,2,0,5,5,3,1,4,0,2,18,0,0,0.8,0.5,1,3,5,2,1,0
1,1,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,0,1,1,0
13,3,0,5,27,36,1,5,11,0.5,129,1,0,0.65625,0.32692307,2,7,8.846154,3,1.3076923,0
49,3,1,13,97,1170,2,12,46,0.7152778,378,0.33333334,1,0.2580645,0.12108844,1,1,6.6530614,2,0.9591837,0
2,3,0,4,4,0,1,4,1,0,15,0,1,0.9230769,0.625,0,0,6,1,0.5,0
3,1,0,8,3,3,6,2,3,2,3,0,0,0,0.6666667,0,0,0,1,1,0
3,3,0,4,15,0,1,4,2,0,55,0,1,0.88235295,0.5,0,0,17,1,0.6666667,0
2,5,0,11,27,0,1,11,0,0,173,0,1,0.95238096,0.5833333,2,2,85,6,3,0
10,1,0,9,16,25,0,9,10,0.8055556,71,1,2,0,0.325,0,0,5.7,1,0.9,0
6,3,0,10,43,3,3,10,3,0.6,204,1,1,0.75,0.30555555,1,1,32.666668,6,1.6666666,0
2,1,0,1,2,1,1,0,2,2,2,0,0,0,1,0,0,0,1,1,0
9,1,7,11,17,24,7,4,5,0.375,118,1,2,0,0.44444445,0,0,11.888889,2,1,0
10,0,0,12,17,21,0,12,9,0.6666667,80,1,1,0,0.33333334,0,0,6.7,1,0.8,0
1,2,0,6,4,0,3,4,1,2,11,0,0,1,1,0,0,10,0,0,0
1,1,0,1,1,0,0,1,1,2,1,0,0,0,1,0,0,0,1,1,0
18,1,0,44,64,147,40,4,17,0.8235294,404,1,0,0,0.13529412,1,1,21.38889,6,2.6666667,0
1,1,0,1,1,0,1,0,1,2,1,0,0,0,1,0,0,0,1,1,0
5,3,0,17,27,0,2,17,3,0.4,133,1,2,0.75,0.36,1,1,24.6,2,1,0
10,3,0,4,14,33,1,4,10,0.22222222,58,1,0,0.7241379,0.6,2,5,4.7,1,0.8,0
6,2,0,1,14,0,1,0,6,0,52,1,0,0.6923077,0.5,0,0,7.5,1,0.6666667,0
2,3,0,4,5,0,1,4,1,0.5,21,0,1,0.93333334,0.625,1,1,8.5,1,0.5,0
15,2,0,12,33,85,3,12,14,0.83928573,139,1,0,0.5,0.18333334,1,1,8,3,1.1333333,0
1,1,0,12,1,0,11,1,1,2,1,0,0,0,1,0,0,0,1,1,0
3,3,0,10,25,0,1,10,2,0,134,1,0,0.9130435,0.5,1,1,43.333332,2,1,0
3,1,0,1,5,3,0,1,3,2,13,0,0,0,0.5555556,0,0,3.3333333,1,0.6666667,0
1,1,0,10,1,0,10,0,1,2,1,0,0,0,1,0,0,0,1,1,0
3,1,0,4,6,3,1,3,2,2,12,0,0,0,0.6666667,0,0,3,1,0.6666667,0
2,1,0,2,11,1,1,1,2,2,54,0,0,0,0.6666667,0,0,26,6,3,0
1,5,0,2,2,0,1,1,1,2,7,1,0,1,1,0,0,5,0,0,0
13,0,0,16,43,74,2,15,9,0.8611111,223,1,2,0,0.21978022,0,0,15.923077,2,1.1538461,0
10,2,0,11,24,1,1,10,6,0.6388889,126,1,3,0.46666667,0.2777778,1,1,11.2,2,0.9,0
3,1,0,4,10,0,1,3,2,0,37,0,0,0,0.5555556,0,0,11,2,1,0
5,1,0,2,10,8,0,2,5,0.5,57,1,0,0,0.3,0,0,10.2,2,1,0
3,1,0,3,7,0,1,2,3,0,21,1,0,0,0.6666667,0,0,5.6666665,1,0.6666667,0
10,2,0,15,28,31,3,15,7,0.8148148,97,0.6666667,0,0.6363636,0.22222222,1,1,8.4,1,0.8,0
1,1,0,2,3,0,1,1,0,2,49,0,0,0,0,0,0,47,0,0,0
1,4,2,3,2,0,3,0,1,2,7,1,0,1,1,0,0,5,0,0,0
3,1,0,4,6,0,2,2,2,0.5,33,1,1,0,0.6666667,0,0,9,2,1,0
5,2,0,7,14,2,3,7,3,0.625,112,1,3,0.6923077,0.53333336,0,0,20.6,1,0.8,0
3,1,0,2,9,0,1,1,3,0,32,1,0,0,0.8333333,0,0,9.333333,3,1.3333334,0
13,1,0,66,13,78,66,1,13,2,13,0,0,0,0.36923078,0,0,0,1,1,1
4,1,2,4,8,0,2,2,4,0,28,1,0,0,0.75,0,0,5.75,1,0.75,0
2,3,0,2,4,0,1,2,0,0,19,0,1,0.875,0.75,1,1,8,1,0.5,0
3,2,0,5,18,3,2,3,3,2,65,0,0,0.875,0.41666666,0,0,20.666666,4,1.6666666,0
2,1,0,3,4,0,1,3,1,0,14,0,1,0,0.6666667,0,0,5.5,1,0.5,0
6,2,16,20,9,3,16,4,4,0.4,27,1,1,0.5833333,0.44444445,1,1,3.3333333,1,0.8333333,0
2,5,0,2,6,0,1,1,2,1,22,1,0,0.9444444,0.6666667,0,0,9,1,0.5,0
26,1,0,2,38,243,2,0,25,0.82857144,248,1,0,0,0.24358974,0,0,8.269231,6,1.2307693,0
10,3,0,11,17,33,3,11,9,0.5555556,79,1,0,0.6666667,0.26666668,1,1,6.7,3,1.1,1
3,2,0,5,5,3,1,4,0,2,18,0,0,0.8,0.5,1,3,5,2,1,0
7,1,0,9,35,21,6,4,4,2,161,0,0,0,0.31746033,0,0,22,6,1.5714285,0
4,2,0,4,10,0,1,3,3,0,51,0,2,0.5,0.4375,1,1,11.25,3,1.25,0
2,1,0,5,6,0,1,5,1,0,25,0,2,0,0.625,0,0,10.5,1,0.5,0
3,1,0,5,11,0,1,4,2,0,32,0,1,0,0.5555556,0,0,9.333333,1,0.6666667,0
6,1,0,9,27,15,7,3,3,2,91,0,0,0,0.44444445,0,0,14.166667,2,1.1666666,0
12,2,0,12,35,26,3,11,4,0.84090906,190,1,1,0.4117647,0.19480519,1,1,14.166667,3,1.0833334,0
7,1,0,12,62,5,1,11,2,0.75,359,0.75,1,0,0.3611111,0,0,49.714287,13,2.5714285,0
3,1,0,2,5,3,1,2,2,1,27,0,1,0,0.5,0,0,7.6666665,1,0.6666667,0
2,1,0,9,2,1,9,0,2,2,2,0,0,0,1,0,0,0,1,1,0
7,2,0,12,13,15,3,12,6,0.6666667,43,1,0,0.7,0.2857143,1,1,5,1,0.85714287,0
1,1,0,2,3,0,1,1,0,2,28,0,0,0,0,0,0,26,0,0,0
1,1,0,5,1,0,5,0,1,2,1,0,0,0,1,0,0,0,1,1,0
2,1,0,2,5,0,1,2,1,0,26,0,1,0,0.625,0,0,11,1,0.5,0
3,1,0,4,6,3,1,3,2,2,12,0,0,0,0.6666667,0,0,3,1,0.6666667,0
6,3,1,6,10,3,2,5,5,0.4,33,1,1,0.7619048,0.36666667,1,1,4.3333335,1,0.8333333,0
19,2,0,9,23,165,4,7,15,0.8333333,105,1,1,0.60465115,0.2736842,1,3,4.4736843,1,0.8947368,0
18,1,0,26,39,153,12,19,18,2,126,0,0,0,0.18518518,0,0,6,1,0.9444444,0
12,1,0,10,35,6,4,6,11,0.4090909,313,1,1,0,0.30555555,0,0,24.916666,8,2.5,0
19,2,0,20,31,133,6,18,18,0.64444447,170,1,2,0.4375,0.1631579,1,1,7.6842103,2,1,0
1,1,0,4,1,0,4,0,1,2,1,0,0,0,1,0,0,0,1,1,0
8,2,0,12,15,18,2,12,6,0.71428573,56,1,2,0.6666667,0.29166666,1,1,5.75,1,0.875,0
15,1,17,29,34,79,20,9,13,0.83928573,188,1,2,0,0.21904762,1,1,11.266666,5,1.6666666,0
10,1,1,10,20,23,3,9,3,0.7777778,107,1,1,0,0.35185185,0,0,9.3,1,0.7,0
6,1,0,6,7,7,0,6,5,0.8,34,0.6666667,1,0,0.4,0,0,4.1666665,1,0.8333333,0
4,1,4,6,11,6,4,2,3,2,36,0,0,0,0.5625,0,0,8,2,1,0
5,3,0,9,9,0,1,8,4,0.25,42,1,0,0.84210527,0.45,1,1,7.2,1,0.6,0
4,4,12,33,8,6,33,0,4,1.3333334,21,1,0,1,0.6666667,0,0,4,0,0,0
5,2,0,8,13,0,3,5,4,0,64,1,1,0.6363636,0.45,1,1,11.6,1,0.8,0
4,1,0,8,18,6,5,4,3,2,62,0,0,0,0.45833334,0,0,14.5,3,1.25,0
6,3,0,13,18,13,1,13,4,0.8,76,1,0,0.8,0.33333334,1,1,11.5,1,0.6666667,0
2,2,0,6,4,0,1,6,2,0,16,1,1,0.96153843,0.6666667,0,0,6.5,1,0.5,0
4,3,0,12,16,0,2,12,1,0.5555556,59,1,1,0.8333333,0.4,1,1,13,1,0.75,0
6,3,0,6,16,0,2,6,6,0.6,86,1,2,0.93333334,0.44444445,1,1,12.833333,1,0.8333333,0
13,3,0,8,29,36,1,8,11,0.5,158,1,0,0.65625,0.32692307,2,7,11.076923,4,1.3076923,0
3,2,0,5,5,3,1,4,0,2,18,0,0,0.8,0.5,1,3,5,2,1,0
18,2,0,15,52,103,2,13,11,0.75735295,287,1,4,0.33333334,0.17058824,1,1,14.5,3,1,0
1,1,0,1,1,0,1,0,1,2,1,0,0,0,1,0,0,0,1,1,0
8,3,0,12,30,0,1,12,5,0.64285713,114,1,1,0.6666667,0.31428573,1,1,12.75,2,0.875,0
2,4,0,3,6,0,3,0,2,0,20,1,0,0.9444444,0.75,0,0,8.5,1,0.5,0
2,2,0,5,15,0,1,5,0,0,59,0,1,0.6666667,0.625,1,1,27.5,2,1,0
2,1,0,8,12,0,1,7,1,0,48,0,2,0,0.5833333,0,0,22,1,0.5,0
10,1,0,4,32,41,2,2,8,0.5555556,217,1,0,0,0.55,0,0,20.5,1,0.8,0
3,1,0,4,6,1,1,3,3,0,31,1,1,0,0.5,0,0,9,1,0.6666667,0
0,1,0,3,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0
15,1,0,4,59,105,4,1,13,2,518,0,0,0,0.28,0,0,33.533333,5,1.5333333,0
19,2,0,8,25,163,5,5,15,0.9166667,124,1,1,0.60465115,0.2736842,1,2,5.4210525,1,0.8947368,0
3,1,0,3,8,0,1,2,3,0.5,29,0,0,0,0.6666667,0,0,8,1,0.6666667,0
7,2,0,6,11,0,1,5,6,0.7083333,51,1,0,0.16666667,0.33333334,0,0,5.714286,1,0.71428573,0
3,2,0,7,6,0,4,4,3,0,24,1,0,0.9285714,0.6666667,0,0,6.6666665,1,0.6666667,0
13,0,0,16,29,52,4,13,4,0.8541667,120,1,1,0,0.20238096,0,0,7.923077,2,1,0
0,1,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0
2,1,0,3,6,0,0,3,1,0,23,0,1,0,0.6666667,0,0,10,1,0.5,0
9,2,0,16,23,30,5,13,9,0.625,89,1,0,0.6363636,0.2777778,1,1,8.777778,1,0.8888889,0
3,5,1,4,6,3,3,1,3,1.5,17,1,0,1,0.7777778,0,0,4.3333335,0,0,0
15,2,0,14,22,89,3,14,15,0.8214286,103,1,2,0.5,0.19166666,1,2,5.6,2,1,0
2,6,0,5,10,0,1,4,1,0,42,1,0,0.95454544,0.6,1,1,19.5,3,1.5,0
5,3,0,4,10,2,1,3,5,0.625,40,1,0,0.902439,0.46666667,1,1,6.6,2,1,0
9,2,0,14,16,28,3,14,7,0.6875,66,1,2,0.6363636,0.26666668,1,1,6.111111,1,0.8888889,0
27,2,0,24,71,339,3,23,23,0.9120879,311,0.85714287,1,0.35897437,0.15034965,1,2,10.259259,2,1.037037,0
11,1,0,14,51,23,1,13,7,0.75,413,1,1,0,0.42,0,0,36,15,3,0
3,1,0,5,11,0,1,4,2,0,43,0,1,0,0.5,0,0,12.666667,1,0.6666667,0
2,2,0,3,8,0,1,3,1,0,34,0,1,0.8888889,0.75,0,0,15.5,2,1,0
27,1,3,16,47,323,3,13,24,0.84615386,224,1,2,0,0.14197531,0,0,7.185185,2,1.074074,0
2,2,0,5,4,1,1,5,1,1,14,0,1,0.9,0.6,1,1,5.5,1,0.5,0
