@relation synapse.1.1
@attribute wmc numeric
@attribute dit numeric
@attribute noc numeric
@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ca numeric
@attribute ce numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute dam numeric
@attribute moa numeric
@attribute mfa numeric
@attribute cam numeric
@attribute ic numeric
@attribute cbm numeric
@attribute amc numeric
@attribute max.cc. numeric
@attribute avg.cc. numeric
@attribute bugs numeric
@data
3,3,0,8,14,3,0,8,3,2,45,0,0,0.7777778,0.5555556,0,0,14,3,1.3333334,0
5,1,0,15,37,2,1,14,3,0.625,372,1,0,0,0.375,0,0,73,22,5.4,3
5,1,0,12,10,0,3,9,4,0.5833333,46,1,2,0,0.25,0,0,7.6,1,0.6,0
5,1,0,8,18,0,2,6,5,0.25,143,1,0,0,0.6,0,0,27.4,5,3,0
16,1,0,4,29,58,1,3,15,0.85833335,199,1,0,0,0.2777778,0,0,10.9375,9,1.5625,2
2,1,0,6,4,1,6,0,1,1.6923077,80,0,0,0,1,0,0,26,0,0,0
2,2,0,11,16,1,5,6,2,2,50,0,0,0.9285714,0.75,0,0,24,5,2.5,0
2,2,0,8,14,1,0,8,2,2,46,0,0,0.875,0.75,0,0,22,1,0.5,0
2,1,0,8,2,1,6,2,2,2,2,0,0,0,0.6666667,0,0,0,1,1,0
12,2,0,18,46,14,2,16,12,0.72727275,304,1,1,0.5416667,0.3,0,0,23.916666,17,2.25,0
3,1,0,6,7,0,3,3,3,0.25,76,1,0,0,0.5555556,0,0,23.666666,4,1.6666666,0
15,2,0,16,50,59,2,15,14,0.875,231,0.875,0,0.13333334,0.23809524,0,0,13.866667,3,1.0666667,0
8,2,0,9,32,0,2,7,8,0.5714286,219,1,1,0.65,0.375,0,0,26,15,2.625,0
8,1,0,17,38,20,1,17,3,0.64285713,191,1,1,0,0.24489796,0,0,22.625,6,1.625,1
7,1,0,9,22,5,0,9,7,0.7,114,1,1,0,0.39285713,0,0,14.571428,5,1.4285715,0
5,1,0,10,21,0,1,9,3,0.5,159,1,2,0,0.5,0,0,30,4,1.6,0
47,1,0,42,105,589,23,20,45,0.8608696,933,0.9,1,0,0.14492753,0,0,18.638298,8,2.0425532,1
8,1,0,26,63,20,0,26,6,0.78571427,281,1,1,0,0.33333334,0,0,33.875,3,1,1
6,1,0,35,101,3,2,33,3,0.6,550,1,0,0,0.37142858,0,0,90.333336,7,1.6666666,3
9,3,0,10,27,0,2,8,9,0.5,281,1,0,0.73333335,0.3888889,1,2,29.88889,10,2.6666667,0
1,1,0,2,1,0,2,0,1,2,1,0,0,0,1,0,0,0,1,1,0
3,3,0,7,15,3,0,7,3,2,46,0,0,0.7777778,0.5555556,0,0,14.333333,3,1.3333334,0
14,1,0,8,27,35,3,5,14,0.74358976,165,1,2,0,0.25510204,0,0,10.357142,5,1.5714285,1
23,1,0,18,70,143,2,17,22,0.8787879,537,0,0,0,0.18181819,0,0,21.956522,5,2.2173913,0
2,1,0,11,8,0,1,10,2,0,42,1,0,0,0.75,0,0,19.5,3,1.5,1
3,3,0,7,16,3,2,5,3,2,70,0,0,0.9166667,0.8333333,1,2,22.333334,8,3,0
24,2,0,28,87,150,2,26,18,0.8735178,595,0.72727275,0,0.3611111,0.2,0,0,23.333334,16,2.9166667,2
3,2,0,7,13,3,0,7,3,2,41,0,0,0.75,0.5555556,0,0,12.666667,3,1.3333334,0
3,1,1,2,4,0,1,1,3,0,17,1,0,0,0.6666667,0,0,4.3333335,1,0.6666667,0
6,1,0,11,6,15,10,1,6,2,6,0,0,0,0.45833334,0,0,0,1,1,0
8,1,0,10,8,28,7,3,8,2,8,0,0,0,0.4375,0,0,0,1,1,0
4,1,0,17,57,2,1,16,2,0.5833333,503,1,0,0,0.33333334,0,0,123.75,30,7.75,2
7,1,0,1,8,0,1,0,7,0.7222222,104,1,0,0,0.42857143,0,0,13,5,1.4285715,0
3,5,0,6,6,3,2,5,3,2,18,0,0,0.9904762,0.5,0,0,5,1,0.33333334,2
14,1,0,15,26,29,8,7,14,0.7692308,159,1,2,0,0.3,0,0,9.928572,10,1.5714285,0
6,1,0,17,32,11,1,16,2,1.0444444,244,0.7777778,1,0,0.33333334,0,0,38.166668,13,2.8333333,1
4,1,0,13,26,2,2,11,2,0.5,147,1,0,0,0.33333334,0,0,35.25,12,3.5,1
10,1,0,15,53,25,8,7,7,0.22222222,537,1,0,0,0.22222222,0,0,52.6,10,2.9,1
4,1,0,8,8,4,1,7,2,0.6666667,32,1,1,0,0.5,0,0,6.75,2,0.75,1
4,1,0,4,31,0,4,0,2,0.5,179,1,0,0,0.33333334,0,0,42.75,4,2,0
7,1,0,9,17,13,1,8,3,0.6666667,69,1,1,0,0.25,0,0,8.571428,2,0.85714287,1
8,2,0,10,29,0,2,8,8,0.5,169,1,1,0.65,0.27083334,0,0,19.875,6,2.125,0
10,1,0,8,19,9,7,1,10,0.6666667,157,1,0,0,0.475,0,0,14.4,2,1.2,0
4,2,0,11,34,2,0,11,3,0.6666667,191,1,0,0.6,0.6666667,0,0,46.25,13,3.5,0
8,2,0,12,32,0,2,10,7,0.5,157,1,0,0.65,0.29166666,0,0,18.375,10,2,0
2,1,0,15,14,1,8,10,2,2,91,0,0,0,0.5,0,0,44.5,7,3.5,1
5,2,0,6,33,2,1,5,2,0.55,206,1,0,0.5,0.625,0,0,39.2,5,1.6,0
3,1,0,8,11,1,2,6,2,0.5,26,1,0,0,0.5,0,0,7.3333335,1,0.33333334,0
6,2,0,10,20,0,4,7,4,0.53333336,106,1,1,0.5555556,0.4,1,2,16.166666,2,0.8333333,0
14,1,0,12,38,27,3,9,11,0.7912088,280,1,2,0,0.4,0,0,18.5,7,2,1
5,1,1,21,47,0,2,19,2,0.25,242,1,0,0,0.5,0,0,47,4,1.6,0
2,2,0,7,9,1,0,7,2,2,20,0,0,0.875,0.75,0,0,9,1,0.5,0
7,1,3,19,32,9,16,4,5,0.5,211,1,0,0,0.33333334,0,0,28.857143,9,2.857143,0
3,2,0,8,19,3,0,8,3,2,88,0,0,0.75,0.5555556,0,0,28.333334,8,3,0
4,1,0,7,4,6,6,1,4,2,4,0,0,0,0.7,0,0,0,1,1,0
4,2,0,13,34,2,0,13,3,0.6904762,314,1,0,0.6,0.6666667,0,0,74,17,4.5,0
1,1,0,1,1,0,1,0,1,2,1,0,0,0,1,0,0,0,1,1,0
10,1,0,7,22,11,3,4,10,0.62222224,169,1,2,0,0.31666666,0,0,15.4,7,1.9,1
11,1,0,11,38,0,2,9,7,0.56,336,1,1,0,0.28,0,0,29.09091,3,1.3636364,0
7,1,0,9,44,5,1,9,4,0.7083333,285,0.75,0,0,0.41666666,0,0,39.142857,20,3.4285715,0
5,1,0,12,60,0,1,11,2,0.25,566,1,0,0,0.3125,0,0,112,39,8.2,4
3,1,0,4,3,3,2,2,3,2,3,0,0,0,0.6666667,0,0,0,1,1,0
8,1,0,14,65,20,1,13,3,0.5714286,552,1,1,0,0.24489796,0,0,67.75,26,5.875,2
16,2,0,13,60,34,4,9,9,0.8666667,483,0.375,0,0.4642857,0.25892857,0,0,28.6875,8,2.4375,0
9,1,0,39,96,30,1,38,3,0.625,556,1,0,0,0.19642857,0,0,60.666668,6,2.3333333,3
4,3,0,5,9,4,0,5,3,0.6666667,31,1,0,0.8181818,0.6666667,0,0,6.5,1,0.5,0
3,3,0,7,15,3,0,7,3,2,46,0,0,0.7777778,0.5555556,0,0,14.333333,3,1.3333334,0
8,1,0,4,8,28,4,0,8,2,8,0,0,0,1,0,0,0,1,1,0
2,3,0,7,4,1,5,2,2,2,9,0,0,0.95652175,0.75,0,0,3.5,1,0.5,0
4,2,0,10,23,4,0,10,3,0.6666667,182,1,0,0.6,0.6666667,0,0,44,15,4,0
8,1,0,13,35,20,1,13,3,0.71428573,152,1,1,0,0.24489796,0,0,17.75,5,1.5,1
3,1,0,4,3,3,2,2,3,2,3,0,0,0,0.6666667,0,0,0,1,1,0
6,1,0,14,22,15,5,9,5,2,146,0,0,0,0.5,0,0,23.333334,4,2.3333333,0
30,2,0,14,74,299,2,12,28,0.8987069,594,1,2,0.31707317,0.1724138,0,0,18.266666,22,2.0333333,3
1,1,0,13,1,0,11,2,1,2,1,0,0,0,1,0,0,0,1,1,1
7,1,0,7,42,9,3,4,4,0.33333334,558,1,0,0,0.3,0,0,78.57143,12,3.2857144,0
6,1,0,4,18,13,1,4,3,0.8,57,1,0,0,0.2,0,0,8.333333,1,0.6666667,0
9,1,0,2,12,22,1,1,9,0.8125,75,1,2,0,0.2888889,0,0,6.888889,4,1.2222222,0
