@relation jEdit.4.1
@attribute wmc numeric
@attribute dit numeric
@attribute noc numeric
@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ca numeric
@attribute ce numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute dam numeric
@attribute moa numeric
@attribute mfa numeric
@attribute cam numeric
@attribute ic numeric
@attribute cbm numeric
@attribute amc numeric
@attribute max.cc. numeric
@attribute avg.cc. numeric
@attribute bugs numeric
@data
13,1,0,27,31,34,26,1,11,0.962963,237,0.8888889,0,0,0.083333336,0,0,16.538462,3,1.9230769,1
12,6,0,8,49,40,3,7,3,0.85858583,342,1,1,0.98382354,0.5,4,10,26.75,5,1.5,1
6,2,0,5,25,3,1,5,4,0.7714286,215,0.85714287,0,0.7222222,0.7222222,1,3,33.666668,7,3,0
8,1,0,10,14,6,8,2,7,0.6,173,0.2,3,0,0.30952382,1,1,20,12,2.375,0
14,1,0,8,32,29,6,7,11,0.65384614,485,1,3,0,0.22321428,0,0,33.07143,8,3.5,1
13,1,0,12,26,0,11,1,12,0.45833334,110,1,0,0,0.3846154,0,0,7.3076925,2,1,3
1,1,0,2,1,0,2,1,1,2,1,0,0,0,1,0,0,0,1,1,0
15,7,0,14,71,77,8,11,3,0.8492063,584,1,1,0.97910446,0.35555556,0,0,37.333332,9,1.5333333,0
2,1,0,2,5,0,1,2,1,0,18,1,1,0,0.75,0,0,7.5,2,1,0
22,1,0,29,95,137,9,22,16,0.78571427,1219,0.6666667,2,0,0.20952381,0,0,54.136364,14,2.0454545,2
5,1,0,9,20,0,6,3,5,0.59375,112,0,1,0,0.53333336,0,0,19.8,2,1,0
2,1,0,3,8,0,1,3,1,0,29,1,1,0,0.75,0,0,13,4,2,0
14,1,0,11,39,61,4,7,12,0.30769232,314,1,1,0,0.32051283,0,0,21.357143,8,2.5,1
2,1,0,7,5,1,5,2,2,2,12,0,0,0,0.75,0,0,5,1,0.5,0
5,1,0,2,6,10,0,2,5,2,12,0,0,0,0.8,0,0,1.4,1,0.8,2
7,5,0,15,59,5,4,15,2,0.6333333,389,1,1,0.9908953,0.37142858,0,0,53.857143,8,2,0
2,1,0,2,10,0,1,2,1,0,37,1,1,0,0.6666667,0,0,16.5,2,1,0
2,1,0,3,5,0,1,3,1,0.5,19,1,2,0,0.625,0,0,7.5,1,0.5,0
4,2,0,4,8,4,1,3,0,0.6666667,55,1,0,0.7,0.375,1,2,12.25,6,2,0
2,2,0,1,5,0,1,1,1,0,17,1,1,0.75,0.6666667,0,0,7,2,1,0
2,6,0,2,8,1,1,2,1,1,58,1,1,0.99856734,0.5833333,1,1,27.5,6,3,0
8,1,2,11,11,26,10,2,7,0.85714287,28,1,1,0,0.275,0,0,2.375,1,0.875,0
3,6,0,5,28,1,2,4,1,0.5,166,1,1,0.9974811,0.5555556,3,4,54,18,6.3333335,0
3,2,0,1,6,1,1,1,2,0,42,1,0,0.71428573,0.6666667,1,1,12.333333,1,0.6666667,0
21,1,0,14,50,90,13,5,9,0.8625,660,0.6875,5,0,0.16931216,0,0,29.666666,14,3.142857,1
2,1,0,2,13,0,1,2,1,0,37,1,1,0,0.6666667,0,0,17,3,1.5,0
53,4,0,22,145,988,14,14,46,0.9609181,1107,0.67741936,5,0.9255014,0.1014151,3,25,19.301888,7,1.6037736,5
4,8,0,14,30,6,3,14,4,2,132,0,0,0.9965157,0.875,0,0,32,7,2.25,0
3,1,0,7,20,0,2,7,1,0,80,1,1,0,0.41666666,0,0,25.333334,6,2.3333333,0
2,2,0,10,9,1,1,9,2,2,106,0,0,0.94736844,0.625,2,2,52,1,0.5,0
2,1,0,6,4,0,6,0,2,0.75,32,0,0,0,0.6666667,0,0,13,3,1.5,0
2,1,0,1,10,0,1,1,2,0,36,1,1,0,0.6666667,0,0,16.5,3,1.5,0
3,2,0,4,5,3,1,3,0,2,20,0,0,0.7777778,0.46666667,1,2,5.6666665,1,0.6666667,0
3,5,0,1,4,3,1,1,2,1,15,1,1,0.9969466,0.5555556,1,1,3.6666667,1,0.6666667,0
2,1,0,2,5,0,1,2,1,0,14,1,1,0,0.75,0,0,5.5,1,0.5,0
5,1,0,3,12,0,2,1,3,0.53125,256,1,0,0,0.6,0,0,48.6,10,3.8,0
