@relation camel.1.2
@attribute wmc numeric
@attribute dit numeric
@attribute noc numeric
@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ca numeric
@attribute ce numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute dam numeric
@attribute moa numeric
@attribute mfa numeric
@attribute cam numeric
@attribute ic numeric
@attribute cbm numeric
@attribute amc numeric
@attribute max.cc. numeric
@attribute avg.cc. numeric
@attribute bugs numeric
@data
3,1,0,5,11,0,1,4,2,0,43,0,1,0,0.5,0,0,12.666667,1,0.6666667,0
2,3,0,6,7,0,1,6,2,0,24,0,1,0.95652175,0.6,0,0,10.5,1,0.5,2
2,5,0,4,8,0,1,4,2,0,22,1,1,0.94736844,0.6666667,0,0,9.5,1,0.5,0
5,3,0,4,10,8,1,4,4,0.5,36,1,0,0.88461536,0.36,1,2,6,1,0.6,1
5,3,0,19,43,2,3,19,3,0.5,157,1,1,0.84615386,0.46666667,1,1,30,1,0.8,0
56,1,0,14,88,1436,1,13,45,0.6636364,650,1,1,0,0.12575758,0,0,10.5,6,1.125,0
4,0,0,6,10,4,1,6,2,0.6666667,38,0.5,1,0,0.45,0,0,8,1,0.75,0
2,3,0,4,4,0,1,4,1,0,15,0,1,0.95,0.625,0,0,6,1,0.5,0
12,1,0,3,35,66,2,1,11,2,112,0,0,0,0.1,0,0,8.333333,1,0.9166667,1
3,1,0,5,11,0,1,4,2,0,43,0,1,0,0.5,0,0,12.666667,1,0.6666667,0
12,1,0,19,57,30,1,18,7,0.77272725,479,1,2,0,0.4181818,0,0,38.416668,17,3.25,3
27,1,0,6,27,351,1,5,27,2,27,0,0,0,0.41203704,0,0,0,1,1,3
7,4,1,18,13,9,9,11,6,0.33333334,55,1,1,0.8148148,0.33333334,0,0,6.714286,2,0.85714287,0
4,2,0,4,10,0,1,3,3,0,35,0,1,0.5,0.4375,1,2,7.5,2,1,0
2,1,0,2,4,0,1,2,1,0,19,0,2,0,0.6666667,0,0,7.5,1,0.5,0
1,1,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,0,1,1,0
6,1,0,4,11,0,4,0,6,0.4,57,1,0,0,0.5,0,0,8,2,0.8333333,0
