@relation ant.1.4
@attribute wmc numeric
@attribute dit numeric
@attribute noc numeric
@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ca numeric
@attribute ce numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute dam numeric
@attribute moa numeric
@attribute mfa numeric
@attribute cam numeric
@attribute ic numeric
@attribute cbm numeric
@attribute amc numeric
@attribute max.cc. numeric
@attribute avg.cc. numeric
@attribute bugs numeric
@data
8,4,0,13,65,2,0,13,6,0.9166667,608,0.16666667,0,0.91764706,0.33333334,2,2,73.5,3,1.25,0
10,1,0,3,13,31,1,2,10,0.7037037,76,1,1,0,0.375,0,0,6.3,2,1.1,0
2,2,0,2,3,1,1,1,2,2,28,0,0,0.8888889,1,1,1,13,1,0.5,0
26,3,0,19,87,105,0,19,21,0.7733333,514,1,1,0.5967742,0.17692308,1,3,18.538462,2,1.0384616,0
4,1,0,2,14,0,1,2,4,0.44444445,88,1,1,0,0.6666667,0,0,20.25,7,2.25,0
2,1,0,2,3,1,1,1,0,2,10,0,0,0,0.75,0,0,3,0,0,0
2,1,0,2,5,0,1,2,1,0.33333334,36,1,1,0,0.6,0,0,15.5,1,0.5,0
20,1,0,4,42,130,0,4,18,0.7368421,376,1,1,0,0.28421053,0,0,17.45,3,1.15,0
14,4,0,136,26,0,135,1,14,0.3846154,153,1,1,0.65,0.33333334,1,2,9.785714,2,0.64285713,0
3,1,0,7,15,3,1,6,1,2,112,0,0,0,0.44444445,0,0,36.333332,1,0.6666667,1
3,2,0,1,10,0,1,1,3,0.25,77,1,2,0.9591837,0.5,1,1,22.666666,2,1,0
5,1,0,1,36,4,1,0,4,0.5833333,375,1,0,0,0.5,0,0,73.4,10,3.6,0
20,3,0,10,60,114,5,6,14,0.6052632,557,1,0,0.6122449,0.2642857,1,1,26.65,9,2.8,0
2,3,0,3,7,1,1,3,2,2,23,0,0,0.969697,1,0,0,10.5,1,0.5,1
10,3,0,7,60,41,0,7,3,0.9,748,0.6,0,0.8043478,0.2857143,0,0,72.8,7,2.1,1
9,1,0,6,19,18,1,6,9,0.71875,82,1,2,0,0.2888889,0,0,7.6666665,2,1.1111112,0
3,3,0,5,22,0,1,5,3,0,149,1,0,0.94871795,0.6666667,0,0,48.333332,1,0.6666667,0
3,1,0,1,4,1,1,0,3,0.5,14,1,0,0,0.6666667,0,0,3.3333333,1,0.6666667,0
21,1,0,2,35,38,2,0,17,0.6318182,617,0.8181818,0,0,0.2936508,0,0,27.857143,3,0.85714287,0
4,3,0,12,26,0,2,11,4,0.22222222,200,1,4,0.85714287,0.375,0,0,47.5,1,0.75,0
0,1,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2,2,0,2,3,1,1,1,2,2,20,0,0,0.8888889,1,1,1,9,1,0.5,0
5,1,0,7,17,0,0,7,5,0.5,75,1,0,0,0.8,0,0,13.4,3,1.2,0
5,1,0,1,18,0,1,0,3,0.5,96,1,0,0,0.53333336,0,0,17.8,2,1,0
8,3,0,12,38,4,3,10,6,0.52380955,243,1,1,0.84090906,0.35,1,4,29,3,1.375,0
26,3,0,15,108,233,1,15,22,0.9026087,1156,1,2,0.5967742,0.16025642,3,3,42.576923,7,1.2692307,1
5,3,0,4,17,0,0,4,5,0.6666667,101,1,0,0.902439,0.53333336,1,1,18.6,1,0.8,0
4,2,0,3,16,0,0,3,4,0.33333334,59,1,0,0.84210527,0.875,1,1,13.5,5,1.75,0
3,1,0,3,14,1,1,2,3,0.5,97,1,0,0,0.6666667,0,0,31,1,0.6666667,1
0,1,0,5,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2,3,0,4,8,1,1,4,1,2,40,0,0,0.75,0.6,1,1,19,1,0.5,0
4,1,0,2,5,6,1,1,4,2,16,0,0,0,0.875,0,0,3,1,0.75,0
3,2,0,9,22,3,1,8,2,2,128,0,0,0.92,1,1,1,41.666668,9,3.3333333,0
2,1,0,5,7,0,1,5,1,0.33333334,44,1,1,0,0.5714286,0,0,19.5,1,0.5,0
1,1,0,4,1,0,4,0,1,2,1,0,0,0,1,0,0,0,1,1,0
12,1,0,3,21,44,1,2,5,0.8051948,147,1,1,0,0.26190478,0,0,10.666667,4,1.25,0
17,1,3,15,66,90,4,12,6,0.7916667,630,1,2,0,0.19791667,0,0,35.882355,14,2.4117646,0
5,1,0,1,24,0,0,1,4,0.5625,147,1,0,0,0.6,0,0,27.6,1,0.8,0
2,2,0,10,9,1,6,4,2,2,31,0,0,0.9230769,0.6666667,0,0,14.5,1,0.5,0
4,1,0,3,7,2,1,2,4,0.6666667,34,1,0,0,0.75,0,0,7,1,0.75,1
8,1,0,8,13,6,7,2,7,0.6785714,115,1,1,0,0.4375,0,0,12.875,5,2,0
7,2,0,2,18,11,1,1,4,0.6333333,118,1,1,0.45454547,0.35714287,1,1,15.142858,2,1,0
6,4,0,9,48,5,0,9,5,0.6666667,300,1,0,0.939759,0.45833334,4,5,48.5,10,2.3333333,1
8,3,0,11,39,0,3,8,6,0.6571429,294,1,1,0.84090906,0.325,0,0,35.125,1,0.875,0
50,4,1,24,82,1091,11,14,47,0.9591837,646,1,4,0.61417323,0.21428572,3,3,11.5,7,1.3,1
8,3,0,8,28,0,0,8,6,0.6785714,128,1,1,0.84090906,0.5,2,4,14.5,3,1.375,1
5,1,0,2,7,0,1,2,5,0.6666667,50,1,1,0,0.53333336,0,0,8.4,1,0.8,0
2,1,0,3,6,0,1,3,1,0.5,30,1,1,0,0.5833333,0,0,13,1,0.5,0
8,1,0,8,16,2,6,2,8,0.5714286,66,1,0,0,0.375,0,0,7,1,0.875,0
9,1,0,5,53,0,1,4,9,0.8194444,396,0.33333334,1,0,0.23809524,0,0,42,7,1.7777778,0
4,1,0,4,5,0,3,1,4,0.33333334,24,1,0,0,0.875,0,0,4.75,1,0.75,0
27,1,0,3,63,297,1,2,10,0.77884614,527,0,2,0,0.37962964,0,0,18.222221,11,1.4444444,0
8,1,0,3,31,4,2,3,7,0.6904762,254,1,1,0,0.34375,0,0,30,2,1,0
10,3,0,2,21,21,0,2,9,0.6,135,1,0,0.8043478,0.4,1,1,12,1,0.9,0
6,2,0,3,11,13,2,1,6,0.8,68,1,0,0.92424244,0.44444445,1,5,10.166667,3,1.5,0
21,4,0,13,73,128,1,13,14,0.85,737,1,3,0.79591835,0.3015873,3,3,33.47619,3,1.0952381,0
2,1,0,3,6,0,1,3,1,0.5,29,1,1,0,0.5833333,0,0,12.5,1,0.5,0
