@relation jEdit.4.2
@attribute wmc numeric
@attribute dit numeric
@attribute noc numeric
@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ca numeric
@attribute ce numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute dam numeric
@attribute moa numeric
@attribute mfa numeric
@attribute cam numeric
@attribute ic numeric
@attribute cbm numeric
@attribute amc numeric
@attribute max.cc. numeric
@attribute avg.cc. numeric
@attribute bugs numeric
@data
3,1,0,2,5,3,1,2,2,1,51,1,1,0,0.6666667,0,0,15.666667,4,1.6666666,0
2,1,0,1,3,0,1,0,2,0,27,1,0,0,0.625,0,0,12,1,0.5,0
8,1,0,4,10,4,4,0,8,0.5,75,1,0,0,0.75,0,0,8.125,2,0.875,0
1,1,0,4,1,0,4,0,1,2,1,0,0,0,1,0,0,0,1,1,0
2,1,0,4,5,0,1,4,1,0.5,20,1,2,0,0.625,0,0,8,1,0.5,0
10,7,0,9,67,19,4,9,3,0.7111111,375,1,1,0.98646617,0.26,0,0,36,3,1.6,0
351,1,0,51,443,41713,1,51,88,0.6028572,12200,0.53846157,8,0,0.12630579,0,0,33.7208,18,2.8091168,0
11,1,0,2,14,49,2,1,11,0.8,50,1,1,0,0.45454547,0,0,3.3636363,1,0.90909094,0
8,2,0,10,45,22,1,10,3,0.64285713,288,1,1,0.7083333,0.525,1,6,34.75,7,2.5,0
27,1,0,37,96,219,13,26,18,0.8730769,927,0.6,3,0,0.21153846,0,0,32.962963,6,1.7037038,0
13,1,0,57,28,0,56,2,13,0,161,1,0,0,0.4871795,0,0,11.307693,2,1.0769231,0
7,1,0,0,48,21,0,0,3,2,334,0,0,0,0.25714287,0,0,46.714287,3,1.2857143,0
5,5,0,8,27,0,4,6,2,0.625,133,1,1,0.99391174,0.35,1,1,24.8,3,1.2,0
2,1,0,3,5,0,2,1,0,0.75,92,0,1,0,0.875,0,0,43,5,2.5,0
5,1,0,3,32,8,0,3,4,0.5,300,0,0,0,0.375,0,0,58.8,11,2.6,0
1,1,0,4,2,0,4,0,1,2,10,0,0,0,1,0,0,3,0,0,0
2,1,0,3,9,0,1,3,1,0,37,1,2,0,0.6666667,0,0,16.5,3,1.5,0
2,1,0,6,20,0,1,6,1,0,87,1,1,0,0.6666667,0,0,42,7,3.5,0
2,6,0,3,9,0,1,3,1,0,53,0.33333334,1,0.99856114,0.5833333,1,1,24,2,1,0
6,7,0,8,36,1,3,7,3,0.6666667,219,1,1,0.9938119,0.3,3,13,35,8,2.6666667,0
2,6,0,2,7,0,1,2,1,0.5,46,0.5,1,0.99861497,0.5833333,1,1,21,3,1.5,0
4,1,0,8,15,0,7,2,1,1.0416666,90,0,0,0,0.4375,0,0,19.5,3,1.5,0
2,1,0,2,6,1,1,1,1,2,11,0,0,0,1,0,0,4.5,1,0.5,0
24,1,0,1,41,198,1,0,18,0.8242754,749,0.16666667,9,0,0.14975846,0,0,29.208334,13,2.5833333,0
3,2,0,1,14,0,1,1,2,0.5,103,1,1,0.96825397,0.6666667,1,1,32.333332,4,1.6666666,0
6,4,0,3,46,1,2,2,4,0.775,262,0,1,0.9938462,0.6,2,9,41.333332,4,1.1666666,0
6,7,0,4,31,1,1,3,5,0.35,160,1,1,0.9939394,0.35714287,3,4,25,2,1.1666666,0
13,1,0,16,40,72,12,7,3,0.86904764,583,0,2,0,0.21875,0,0,43.307693,32,3.9230769,0
2,2,0,1,4,0,1,1,1,0,13,1,1,0.8888889,0.6666667,0,0,5,1,0.5,0
2,2,0,1,4,0,1,1,1,0,13,1,1,0.90909094,0.6666667,0,0,5,1,0.5,0
7,7,1,7,41,21,3,5,6,2,220,0,0,0.99544764,0.5,2,2,30.428572,1,0.42857143,0
8,1,2,18,27,0,16,3,8,0.52380955,155,0.33333334,0,0,0.35,0,0,18,3,1.5,0
13,6,0,10,68,42,2,10,1,0.7962963,512,1,5,0.98237884,0.5,3,5,37.692307,9,2.1538463,0
3,3,0,4,9,0,1,3,2,0,37,1,0,0.8888889,0.5555556,1,1,11,1,0.6666667,0
12,7,0,23,97,32,8,21,5,0.8051948,569,1,3,0.9835082,0.2638889,1,1,45.833332,11,2.5,1
2,2,0,2,9,0,1,2,1,0,30,1,1,0.8888889,0.6666667,0,0,13.5,4,2,0
2,2,0,3,12,0,1,3,1,0,116,1,1,0.8,0.625,1,1,56.5,6,3,0
14,2,0,9,47,35,6,3,9,0.46153846,858,0,0,0.59090906,0.41666666,1,9,60.142857,17,3.642857,0
5,1,0,2,5,10,1,1,5,2,5,0,0,0,0.64,0,0,0,1,1,0
9,2,0,20,52,16,4,20,2,0.7708333,398,1,4,0.42857143,0.24691358,0,0,42.555557,7,2.2222223,6
11,1,0,11,54,0,5,8,8,0.7,302,0.33333334,0,0,0.2,0,0,26.181818,10,2.090909,0
3,3,0,7,17,1,1,7,2,0.5,101,1,1,0.94871795,0.6666667,1,2,32,3,1.6666666,0
1,1,0,1,2,0,1,0,0,2,12,0,0,0,1,0,0,9,0,0,0
2,1,0,2,8,0,2,1,1,1,36,0,1,0,0.75,0,0,15,1,0.5,0
4,1,0,4,19,0,3,2,3,0.33333334,84,0,0,0,0.75,0,0,19.75,7,2.25,0
2,2,0,4,11,0,1,4,1,0,44,1,1,0.8888889,0.6666667,0,0,20.5,3,1.5,0
6,2,0,20,44,15,2,18,1,1.1142857,372,0,0,0.7826087,0.61904764,0,0,59.833332,1,0.8333333,0
2,1,0,2,5,0,1,2,1,0.5,27,1,1,0,0.6666667,0,0,11.5,1,0.5,0
5,2,0,11,10,2,5,6,3,0.625,128,0.25,0,0.8181818,0.44,1,1,23.8,3,1.6,0
2,1,0,5,25,0,1,5,1,0,195,1,1,0,0.6666667,0,0,96,11,5.5,0
5,1,0,11,35,0,4,8,0,0.8,210,0,0,0,0.46666667,0,0,40,5,1.8,0
26,1,0,19,101,271,5,16,21,0.8685714,787,0.85714287,1,0,0.148,0,0,29,10,2.5,0
6,2,0,4,12,0,1,3,3,0.6,343,1,0,0.16666667,0.46666667,0,0,55,11,4.8333335,0
2,1,0,5,12,0,1,5,1,0,57,1,1,0,0.6666667,0,0,27,6,3,0
3,3,0,1,6,0,1,1,2,0,19,1,1,0.6666667,0.6666667,0,0,5,1,0.6666667,0
1,1,0,12,2,0,10,2,1,2,16,0,1,0,1,0,0,12,0,0,0
16,1,0,1,34,4,1,0,2,0.51666665,259,1,0,0,0.3875,0,0,14.9375,5,1.5625,0
5,6,0,11,44,2,3,11,0,0.375,202,0.5,1,0.9947781,0.4,0,0,39,8,2.2,0
2,1,0,11,17,0,5,6,0,0.9166667,171,0.083333336,1,0,0.75,0,0,78.5,0,0,0
3,1,0,2,6,0,1,2,1,0.25,37,0.5,2,0,0.5555556,0,0,10.666667,1,0.6666667,0
5,6,0,3,34,2,1,2,2,0.5,162,1,0,0.9962406,0.4,2,11,30.4,3,1.6,0
6,1,0,14,7,7,14,0,6,0.8,38,1,0,0,0.375,0,0,4.6666665,1,0.8333333,0
2,1,0,1,4,0,1,1,1,0.5,18,1,1,0,0.6666667,0,0,7,1,0.5,0
2,6,0,3,7,1,1,3,1,1,44,1,1,0.99856734,0.5833333,1,1,20.5,2,1,0
2,1,0,6,4,0,3,3,2,0,41,1,0,0,0.6666667,0,0,18.5,3,1.5,0
4,1,0,6,37,6,0,6,3,2,326,0,0,0,0.4375,0,0,80.5,19,5.75,0
9,2,0,12,37,0,5,10,2,0.1875,744,0.5,1,0.27272728,0.3888889,2,3,81.44444,11,5.7777777,0
1,1,0,1,13,0,1,0,0,2,151,0,0,0,1,0,0,146,0,0,0
5,2,0,5,22,0,1,4,0,0.125,206,1,0,0.7,0.35,1,3,39.8,11,4,0
8,6,0,15,45,12,8,7,5,0.72619045,339,0.25,1,0.99142855,0.24285714,2,3,39.875,9,3,0
3,2,0,4,5,3,1,3,0,2,20,0,0,0.7777778,0.46666667,1,2,5.6666665,1,0.6666667,0
5,6,0,7,34,2,3,6,1,0.8,203,1,2,0.99389315,0.35,0,0,38.6,1,0.8,0
8,6,0,9,25,16,8,2,5,0.2857143,105,1,0,0.9921875,0.35,1,2,12,2,1,0
6,1,0,1,6,15,1,0,6,2,6,0,0,0,0.75,0,0,0,1,1,0
3,5,0,1,4,3,1,1,2,1,15,1,1,0.9969466,0.5555556,1,1,3.6666667,1,0.6666667,0
2,2,0,4,3,0,4,1,1,0,12,1,0,0.95454544,0.75,1,3,4.5,1,0.5,0
3,1,0,3,6,1,1,2,2,1.1666666,68,0.33333334,0,0,0.5,0,0,20.666666,3,2,0
3,5,0,10,29,0,7,8,0,0.5,109,0.5,2,0.99671054,0.5,0,0,34.666668,1,0.6666667,0
2,1,0,6,11,0,1,6,1,0,33,1,1,0,0.6666667,0,0,15,3,1.5,0
2,1,0,5,2,1,5,0,2,2,2,0,0,0,1,0,0,0,1,1,0
35,1,1,21,77,535,11,13,20,0.87647057,652,0.9,1,0,0.1254902,0,0,17.342857,5,1.5714285,0
3,6,0,12,34,0,3,12,0,0.5,177,0.5,1,0.9973822,0.44444445,0,0,57.333332,4,1.6666666,0
3,6,0,8,14,3,6,3,3,2,46,0,0,0.9973822,0.8333333,0,0,14.333333,1,0.6666667,0
86,2,0,9,97,3649,0,9,84,2,709,0,0,0.10526316,0.05620155,0,0,7.244186,3,1.0232558,0
3,1,0,7,12,1,6,1,3,1.1666666,261,0.6666667,0,0,0.33333334,0,0,84,85,28.666666,1
2,2,0,2,7,0,0,2,1,0,22,1,1,0.75,0.6666667,0,0,9.5,5,2.5,0
6,8,0,10,26,13,1,9,4,0.8,177,1,1,0.99702823,0.5,1,2,28.333334,7,1.3333334,0
4,3,0,1,8,4,1,0,4,1,82,0,0,0.85714287,0.35,2,2,18.5,1,0.75,0
4,1,0,3,5,0,3,0,4,0.6666667,31,0,0,0,0.5833333,0,0,6,1,0.5,0
1,1,0,5,2,0,5,0,1,2,7,0,0,0,1,0,0,3,0,0,0
8,1,13,15,9,12,13,2,0,0.7619048,65,1,2,0,0.35416666,0,0,6.75,3,1.25,0
2,1,0,3,12,0,1,3,1,0,46,1,1,0,0.6666667,0,0,21.5,5,2.5,0
2,1,0,4,16,0,1,4,1,0,58,1,0,0,0.75,0,0,27.5,3,1.5,0
2,1,0,2,8,0,1,2,1,0,25,1,1,0,0.75,0,0,11,1,0.5,0
2,1,0,2,14,0,1,2,1,0,52,1,1,0,0.6666667,0,0,24.5,4,2,0
2,1,0,3,8,0,2,2,0,0.5,62,0.25,1,0,0.6666667,0,0,28,1,0.5,0
2,1,0,3,14,0,1,3,1,0,50,1,1,0,0.6666667,0,0,23.5,4,2,0
8,1,2,8,14,8,2,6,7,0.42857143,175,1,0,0,0.4375,0,0,20.75,11,3.125,0
11,1,0,2,17,0,2,0,8,0.25,383,1,0,0,0.43636364,0,0,33.454544,4,1.8181819,0
2,5,0,2,12,1,1,1,2,2,46,0,0,0.99852943,0.6,0,0,22,4,2,0
2,1,0,1,6,0,1,1,1,0,24,1,1,0,0.6666667,0,0,10,1,0.5,0
2,1,0,3,5,0,1,3,1,0,21,1,1,0,0.6666667,0,0,8.5,1,0.5,0
12,6,0,3,31,28,1,3,3,0.8181818,269,1,0,0.98382354,0.5,2,4,20.666666,1,0.9166667,0
4,1,0,6,25,6,0,6,3,2,124,0,0,0,0.5,0,0,30,6,2.25,0
5,1,0,3,9,0,2,2,2,0.5833333,69,0.33333334,1,0,0.45,0,0,12.2,3,1.6,0
4,2,0,4,8,4,1,3,0,0.6666667,55,1,0,0.7,0.375,1,2,12.25,6,2,0
32,1,1,40,161,236,27,26,17,0.8064516,1927,0.88235295,4,0,0.19270833,0,0,58.6875,18,3.5,2
2,2,0,3,3,1,2,2,2,2,8,0,0,0.8888889,0.625,0,0,3,1,0.5,0
3,2,0,4,8,0,1,3,0,0.75,151,0.5,0,0.7777778,0.44444445,1,2,48,18,7.3333335,0
23,1,0,34,118,239,1,33,6,0.96,2050,0,5,0,0.15700483,0,0,87.04348,18,5.3913045,0
5,7,0,5,40,6,3,4,3,0.75,219,1,0,0.9939394,0.3,2,5,42.4,1,0.8,1
2,1,0,5,5,1,3,2,2,2,12,0,0,0,0.75,0,0,5,1,0.5,0
2,1,0,6,2,1,6,1,2,2,2,0,0,0,1,0,0,0,1,1,0
2,2,0,7,5,1,2,5,2,1,22,0,0,0.94736844,0.625,1,1,9.5,1,0.5,0
2,1,0,1,4,0,1,1,1,0,13,1,1,0,0.6666667,0,0,5,1,0.5,0
5,2,0,10,21,4,2,8,4,0.625,187,0,0,0.8181818,0.44,1,1,35.6,1,0.8,0
3,7,0,5,10,1,2,4,2,0.5,41,1,0,0.9973992,0.4,1,1,12.333333,1,0.6666667,0
3,1,0,2,10,0,1,2,2,0,106,1,1,0,0.6666667,0,0,34,4,2.6666667,0
7,2,0,4,21,0,1,3,0,0.5416667,299,1,1,0.53846157,0.33333334,1,3,41.142857,16,4.714286,0
2,1,0,2,18,0,1,2,1,0,101,1,1,0,0.6666667,0,0,49,7,3.5,0
10,1,3,20,22,43,14,9,10,0.8888889,164,0,1,0,0.4,0,0,15.3,5,1.6,0
2,1,0,1,4,0,1,1,1,0,15,1,1,0,0.75,0,0,6,1,0.5,0
13,6,0,9,38,62,5,8,9,0.8125,177,1,2,0.98173517,0.30769232,3,3,12.307693,2,1,2
6,1,1,10,16,11,9,1,4,1.1285714,183,0,2,0,0.32,0,0,24.833334,2,0.8333333,1
2,5,0,3,14,1,1,3,2,2,49,0,0,0.99852943,0.6,0,0,23.5,4,2,0
2,1,0,1,8,0,1,1,1,0,23,1,1,0,0.6666667,0,0,10,2,1,0
3,2,0,3,8,0,1,3,2,0.5,29,1,2,0.8,0.5833333,0,0,8,1,0.6666667,0
1,2,0,2,3,0,1,1,0,2,10,0,1,1,1,0,0,8,0,0,0
74,1,1,53,147,2353,41,20,48,0.9138943,1785,0.6666667,5,0,0.10697978,0,0,22.837837,6,1.6486486,1
20,1,0,23,79,102,7,19,8,0.7719298,1578,0.5555556,1,0,0.25263157,0,0,77.45,5,1.8,0
12,6,0,12,62,38,4,12,1,0.8,334,1,1,0.98382354,0.25,4,12,26.416666,4,1.6666666,1
5,2,0,12,13,0,2,10,4,0.6666667,93,0,4,0.42857143,0.28,0,0,16.4,2,1,0
2,1,0,6,8,0,1,6,1,0.33333334,60,1,1,0,0.625,0,0,27.5,4,2,0
2,1,0,5,4,0,4,1,1,0.5,17,0,0,0,0.75,0,0,6.5,1,0.5,0
18,7,2,15,120,117,5,12,10,0.7529412,897,0.9,1,0.97619045,0.17171717,5,9,48.27778,16,2.8888888,0
2,2,0,2,8,0,1,2,1,0,35,1,1,0.8888889,0.6666667,0,0,16,2,1,0
6,2,0,7,15,5,6,2,5,0.8666667,68,0.33333334,0,0.42857143,0.4,1,1,9.333333,1,0.6666667,0
2,1,0,2,6,0,1,2,1,0,19,1,1,0,0.75,0,0,8,1,0.5,0
3,1,0,11,29,3,2,11,3,2,157,0,0,0,0.6666667,0,0,51.333332,10,3.6666667,0
3,1,0,4,4,3,4,0,3,1.4375,23,0,2,0,0.5,0,0,4,2,1,0
2,1,0,3,7,0,1,3,1,0,20,1,1,0,0.6666667,0,0,8.5,2,1,0
5,2,0,5,13,6,1,4,4,0.75,62,0.5,0,0.7647059,0.5,1,3,11,2,1.2,0
2,1,0,2,5,0,1,2,1,0,34,1,2,0,0.6,0,0,14,1,0.5,0
3,2,0,5,23,0,1,5,1,0.25,85,1,1,0.8,0.6666667,0,0,26.666666,4,2,0
1,4,0,1,2,0,0,1,1,2,5,0,0,1,1,0,0,4,0,0,0
32,1,0,25,114,496,16,17,14,2,1517,0,0,0,0.16796875,0,0,46.40625,7,1.53125,0
4,1,0,5,17,0,1,5,3,0.33333334,91,1,1,0,0.6666667,0,0,21.5,5,2.25,0
6,1,0,1,19,0,1,1,5,0.23333333,472,0.16666667,1,0,0.43333334,0,0,76.666664,6,3.6666667,0
3,1,0,9,25,0,1,9,2,0,174,1,1,0,0.6666667,0,0,56.666668,1,0.6666667,0
8,1,0,12,14,14,9,3,6,0.6857143,174,0.2,3,0,0.31428573,1,1,20.125,8,2.625,0
